,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
2998,27111,1,,6000.0,,,,False,,影樓工作室出租,影樓工作室出租,"本工作室面積超過 700 平方尺，配備了對圖像和視頻內容所需場地和設備。
適用於時裝拍攝、廣告、影片和肖像。 我們還提供一系列背景色、衣架、蒸汽熨斗、更換衣服的私人空間和化妝台。
背景需要人手設置，我們向有工作室經驗的攝影師推薦此工作室。 如果您需要額外的幫助，請告訴我們，我們很樂意為您提供幫助。","本工作室面積超過 700 平方尺，配備了對圖像和視頻內容所需場地和設備。
適用於時裝拍攝、廣告、影片和肖像。 我們還提供一系列背景色、衣架、蒸汽熨斗、更換衣服的私人空間和化妝台。
背景需要人手設置，我們向有工作室經驗的攝影師推薦此工作室。 如果您需要額外的幫助，請告訴我們，我們很樂意為您提供幫助。",Kwun Tong,Hong Kong,,Photo / Filming Studio,,Air Conditioning;Fitting Rooms;Lighting;Internet;Office Equipment;Toilets,Product Launch;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,hong-kong
3047,26210,180,,,150000.0,,,False,,Ground floor shop for rent in busy Causeway Bay,Ground floor shop for rent in busy Causeway Bay,"This shop offers great visibility thanks to its location in one of the busiest shopping areas of Causeway Bay. 

Close to the MTR exit, Chanel and Hysan Place.","This shop offers great visibility thanks to its location in one of the busiest shopping areas of Causeway Bay. 

Close to the MTR exit, Chanel and Hysan Place.",Causeway Bay,Hong Kong,,Boutique / Shop,,Electricity;Street Level,Private Sale;Product Launch;Pop-Up Store;Shopping Mall,hong-kong
3063,30211,1,,5000.0,,,,False,,Professional Studio in Hong Kong for rent,Professional Studio in Hong Kong for rent,"1.	Description: 
• Ideal Space for film shoots, TVC productions, music videos making, product launch live events, etc
• Open 24/7
• Virtual production service available 
• Well-setup large green screen with lighting for chroma key","1.	Description: 
• Ideal Space for film shoots, TVC productions, music videos making, product launch live events, etc
• Open 24/7
• Virtual production service available 
• Well-setup large green screen with lighting for chroma key",Kwun Tong,Hong Kong,,Photo / Filming Studio,,Air Conditioning;Furniture;Electricity;Fitting Rooms;Handicap Accessible;Lighting;Security System;Window Display;Sound & Video Equipment;Toilets;Elevator;Large Door Entrance;Water Access,Product Launch;Corporate Event;Photoshoot & Filming;Meeting;Photo Shooting,hong-kong
3065,34391,365,,,181666.0,,,False,,"Semi Retail/ F&B unit in Soho, Central, Hong Kong","Semi Retail/ F&B unit in Soho, Central, Hong Kong","This Semi Retail/  F&B space is located on the lower ground floor of a prime corner site in Central, Soho.

This unit is directly accessible from the street level. It offers high visibility and a real branding oportunity on the wall face, plus 10% advertising time on the LED signboard above. 

Readily available space with a restaurant layout, clean interiors, air-conditioning, lighting, and toilets.


Specifications:
Ceiling height = 3,05 meters (10 ft.)
Electricity: 200 AMP 3-phase 
Running Water access
Town gas provision in place
Loading 5kpa
2 toilets

Neighbour with some of Soho’s most popular eating & drinking destinations Cornerstone, Doubleshot by Cupping Room, etc.

Key surrounding landmarks include Tai Kwun and PMQ and the famous Graham Street mural","This Semi Retail/  F&B space is located on the lower ground floor of a prime corner site in Central, Soho.",Central,Hong Kong,,Restaurant / Bar / Cafe,,Air Conditioning;Electricity;Lighting;Security System;Toilets,Art Opening;Pop-Up Store;Fashion Showroom;Food & Beverage,hong-kong
3093,30198,365,,,65000.0,,,False,,F&B/ Retail unit for lease close to PMQ,F&B/ Retail unit for lease close to PMQ,"This F&B/ Retail unit sits in a landmark of Soho, in between Central and Sheung Wan, Tai Ping Shan, and Mid-Levels. It is surrounded by restaurants, bars, and a stone's throw from PMQ.

It boasts 980 sq ft. The unit can be extended with two other units for a total of 9,910 sq ft.","This F&B/ Retail unit sits in a landmark of Soho, in between Central and Sheung Wan, Tai Ping Shan, and Mid-Levels. It is surrounded by restaurants, bars, and a stone's throw from PMQ.",Central,Hong Kong,,Restaurant / Bar / Cafe,,Electricity;Street Level;Toilets,Food & Beverage,hong-kong
3094,35174,1,,1000.0,25000.0,1000.0,,True,,1420 - Multi function room for artists and therapists,1420 - Multi-function room for artists and therapists,"Welcome to 1420, the ultimate multi-function space designed to cater to the diverse needs of artists, photographers, small production teams, and various therapists. With a capacity to accommodate up to 20 attendees, our flexible venue offers a wide range of facilities and services to create the perfect environment for your creative endeavors, private functions, workshops, and more.

At 1420, we understand the importance of customization and adaptability. Whether you require the space for a few hours or several days, we offer hiring options that suit your unique requirements. Our goal is to provide an environment that fosters creativity, collaboration, and personal growth, ensuring that your experience at 1420 is nothing short of exceptional.

Our space is equipped with a variety of fixtures and amenities to enhance your experience:

Air Conditioning: Stay comfortable throughout your time at 1420, regardless of the weather outside.

Filtered Drinking Water: Stay hydrated with our convenient water filtration system, providing refreshing water for you and your guests.

Karaoke System: Unleash your inner performer and have a blast with our state-of-the-art karaoke system, perfect for light-hearted entertainment.

Projector: Display your visuals and presentations with ease using our high-quality projector, ensuring your content is showcased in the best possible way.

Catering Tables: Enjoy the convenience of two tables, accommodating up to 24 people, ideal for hosting events that require food and beverage arrangements.

Loft Storage: Utilize our loft space for convenient storage of your equipment, supplies, or personal belongings, keeping your area clutter-free.

Curtains: Benefit from our versatile curtains, which can be used to create treatment rooms for therapists or set the stage for performances, adding a touch of professionalism to your event.

Wi-Fi: Stay connected and maximize productivity with our reliable and high-speed internet connection, allowing seamless communication and online activities.

Spot Lighting: Illuminate your artwork or create a captivating ambiance with our spot lighting options, offering versatility for various setups and presentations.

Ceiling Fans: Ensure a comfortable and well-ventilated space with our ceiling fans, creating an ideal atmosphere for physical activities and relaxation.

Gallery Hanging Hooks: Showcase your artwork or creative displays effortlessly using our gallery hanging hooks, allowing you to transform the space according to your vision.

CCTV: Maintain a secure environment with our closed-circuit television system, ensuring the safety of you, your guests, and your belongings.

Toilets with Shower Facilities: Freshen up or take a moment for yourself in our well-appointed toilets, including a dedicated powder room and shower facilities for added convenience.

Weight Bearing Bars: Catering to fitness enthusiasts, our space features weight-bearing bars suitable for various exercise routines and personal training sessions.

1420 offers flexible opening hours, granting you access to the space at your convenience. Additionally, we provide the option to enter the premises using a unique access code, giving you the freedom to schedule your activities without limitations.

Whether you're an artist seeking an inspiring environment, a therapist looking for a serene space to practice, or an event organizer in need of a versatile venue, 1420 is here to exceed your expectations. 

Experience the limitless possibilities of our multi-function space and let your creativity thrive.","Welcome to 1420, the ultimate multi-function space designed to cater to the diverse needs of artists, photographers, small production teams, and various therapists.",Ap Lei Chau,Hong Kong,,Creative Space,,Air Conditioning;Electricity;Lighting;Security System;Sound & Video Equipment;Toilets;Stunning View;Bathroom;Elevator;Industrial;Large Door Entrance;Water Access,Private Sale;Art Opening;Corporate Event;Photoshoot & Filming;Conference;Meeting;Photo Shooting,hong-kong
3133,28469,1,1.0,7500.0,,,,False,,V-CO Lounge & Terrace 出租,V-CO Lounge & Terrace 出租,V-Co 是香港銅鑼灣首個業主共享辦公空間。 V-Co 擁有並運作此場地，提供真正可持續的工作場所解決方案。 V-CO 為 6-12 人提供一系列會議室選擇。 每個房間都配備了一流的視聽設備，適合會議、演示、採訪等。,V-Co 是香港銅鑼灣首個業主共享辦公空間。 V-Co 擁有並運作此場地，提供真正可持續的工作場所解決方案。 V-CO 為 6-12 人提供一系列會議室選擇。 每個房間都配備了一流的視聽設備，適合會議、演示、採訪等。,Causeway Bay,Hong Kong,,Event Space,,Air Conditioning;Electricity;Toilets;Stunning View;Rooftop;Garden,Product Launch;Corporate Event;Conference;Meeting,hong-kong
3145,27839,1,,20000.0,,24000.0,,True,2500.0,Event Space - 觀塘共享工作空間出租,Event Space - 觀塘共享工作空間出租,"Event Space 位於觀塘.
這個可容納200人的共享工作空間共1800 平方尺，非常適合舉辦共享辦公室、會議及工作空間.
每位HK$200起.
立即查詢, 並索取報價","Event Space 位於觀塘.
這個可容納200人的共享工作空間共1800 平方尺，非常適合舉辦共享辦公室、會議及工作空間.
每位HK$200起.
立即查詢, 並索取報價",Kwun Tong,Hong Kong,,Event Space,,Air Conditioning;Electricity;Lighting;Internet;Sound & Video Equipment;Toilets,Fashion Show;Art Opening;Corporate Event;Conference;Meeting;Office;Photo Shooting,hong-kong
3155,34834,180,180.0,,43616.0,,,False,,Sleek Boutique in Hong Kong Airport,Sleek Boutique in Hong Kong Airport,"This tiny boutique has a welcoming frontage and is in bare-shell condition.

The boutique is advantageously located in the middle of the departure check-in hall with extremely high foot traffic. 

It is an exceptional opportunity in a highly sought-after area in the departure check-in hall (T1) and perfect for brands and startups to test new products.

Remarks:
Immediately Available.

Area: 291 sq ft

The price shown is inclusive of Management fees and Government rates. 

Licensing Period is 6 months maximum.

PHOTOS ON THE LISTING FOR REFERENCE ONLY.",The boutique is advantageously located in the middle of the departure check-in hall with extremely high foot traffic.,,Hong Kong,,Unique Space,,Air Conditioning;Electricity,Pop-Up Store,hong-kong
3215,34906,365,365.0,,40833.0,,,False,,Neat Retail/ Gallery space for Lease in Central,Neat Retail/ Gallery space for Lease in Central,"Located near Hollywood Road, PMQ, and Gough Street, in the ""SoHo"" District of Sheung Wan.

High pedestrian flow and spacious area in front of the shop. Suitable for many different trades or activities.

Just a 5 to 7-minute walk from Central MTR station, this neat gallery space boats approx. 1,050 square feet on two floors. 

It is suitable for fashion stores, showrooms, art galleries, exhibition spaces, photo studios or offices.

A private entrance on the ground floor of a Hong Kong building and a short flight of stairs connects to a larger artsy space. 

It is a cozy and sassy space that consists of a large main room, and a smaller inner stock room.

A large window and white walls make it well-lit and the perfect ambiance for all your ideas.

Specs:
3-phase 60AMP power
Independent toilet and back door","Located near Hollywood Road, PMQ, and Gough Street, in the ""SoHo"" District of Sheung Wan.",Central,Hong Kong,,Boutique / Shop,,Air Conditioning;Electricity;Stock Room;Street Level;Toilets,Art Opening;Late Night Event (after 10pm);Pop-Up Store;Fashion Showroom;Photoshoot & Filming,hong-kong
3218,27660,1,,8250.0,,10000.0,,True,1650.0,"BYO CWB - Event Venue for hire in Causeway Bay, Hong Kong",BYO Causeway Bay - 銅鑼灣活動場地租用,"BYO CWB位於銅鑼灣時代廣場旁. (另設旺角/尖沙咀地點)
這個可容納80人的活動場地共2000 平方尺，非常適合舉辦生日派對, 私人派對, 公司活動, 傳媒活動, KOL活動等.
價錢為租用場地費用，如要使用食材需另行報價
立即查詢, 並索取報價","BYO CWB位於銅鑼灣. 這個可容納80人的活動場地共2000 平方尺，非常適合舉辦生日派對, 婚宴, 私人派對, 公司活動. 每位HK$180起.",Causeway Bay,Hong Kong,,Atelier / Workshop Studio,,Air Conditioning;Electricity;Handicap Accessible;Kitchen;Lighting;Internet;Toilets;Elevator;Water Access;Soundproof,Private Sale;Art Opening;Product Launch;Food Event;Corporate Event;Photoshoot & Filming;Food & Beverage;Photo Shooting,hong-kong
